"NOM_ENT","NOM_MUN","CVEGEO","POB_TOT_2020","esp"
"México","Soyaniquilpan de Juárez",15079,14339,FALSE
"México","Sultepec",15080,28198,FALSE
"México","Tecámac",15081,500585,FALSE
"México","Tejupilco",15082,79795,FALSE
"México","Temamatla",15083,13690,FALSE
"México","Temascalapa",15084,41685,FALSE
"México","Temascalcingo",15085,67308,FALSE
"México","Temascaltepec",15086,34348,FALSE
"México","Temoaya",15087,109436,FALSE
"México","Tenancingo",15088,105306,FALSE
"México","Tenango del Aire",15089,13344,FALSE
"México","Tenango del Valle",15090,92048,FALSE
"México","Teoloyucan",15091,69466,FALSE
"México","Teotihuacán",15092,60992,FALSE
"México","Tepetlaoxtoc",15093,33108,FALSE
"México","Tepetlixpa",15094,21137,FALSE
"México","Tepotzotlán",15095,104335,FALSE
"México","Tequixquiac",15096,39658,FALSE
"México","Texcaltitlán",15097,20149,FALSE
"México","Texcalyacac",15098,5711,FALSE
"México","Texcoco",15099,262015,FALSE
"México","Tezoyuca",15100,46527,FALSE
"México","Tianguistenco",15101,82457,FALSE
"México","Timilpan",15102,16819,FALSE
"México","Tlalmanalco",15103,51370,FALSE
"México","Tlalnepantla de Baz",15104,756537,FALSE
"México","Tlatlaya",15105,37531,FALSE
"México","Toluca",15106,948950,FALSE
"México","Tonanitla",15125,10960,FALSE
"México","Tonatico",15107,13559,FALSE
"México","Tultepec",15108,160943,FALSE
"México","Tultitlán",15109,556493,FALSE
"México","Valle de Bravo",15110,70192,FALSE
"México","Valle de Chalco Solidaridad",15122,419700,FALSE
"México","Villa de Allende",15111,54849,FALSE
"México","Villa del Carbón",15112,50614,FALSE
"México","Villa Guerrero",15113,71710,FALSE
"México","Villa Victoria",15114,110462,FALSE
"México","Xalatlaco",15043,32120,FALSE
"México","Xonacatlán",15115,54531,FALSE
"México","Zacazonapan",15116,4358,FALSE
"México","Zacualpan",15117,16080,FALSE
"México","Zinacantepec",15118,201988,FALSE
"México","Zumpahuacán",15119,17962,FALSE
"México","Zumpango",15120,217166,FALSE
"Michoacán","Acuitzio",16001,12019,FALSE
"Michoacán","Aguililla",16002,15307,FALSE
"Michoacán","Álvaro Obregón",16003,22905,FALSE
"Michoacán","Angamacutiro",16004,15851,FALSE
"Michoacán","Angangueo",16005,11768,FALSE
"Michoacán","Apatzingán",16006,133955,FALSE
"Michoacán","Aporo",16007,3432,FALSE
"Michoacán","Aquila",16008,26147,FALSE
"Michoacán","Ario",16009,38656,FALSE
"Michoacán","Arteaga",16010,22819,FALSE
"Michoacán","Briseñas",16011,11960,FALSE
"Michoacán","Buenavista",16012,49450,FALSE
"Michoacán","Carácuaro",16013,9652,FALSE
"Michoacán","Charapan",16021,13006,FALSE
"Michoacán","Charo",16022,23273,FALSE
"Michoacán","Chavinda",16023,10785,FALSE
"Michoacán","Cherán",16024,20016,FALSE
"Michoacán","Chilchota",16025,41138,FALSE
"Michoacán","Chinicuila",16026,5016,FALSE
"Michoacán","Chucándiro",16027,4567,FALSE
"Michoacán","Churintzio",16028,5345,FALSE
"Michoacán","Churumuco",16029,15902,FALSE
"Michoacán","Coahuayana",16014,15155,FALSE
"Michoacán","Coalcomán de Vázquez Pallares",16015,18450,FALSE
"Michoacán","Coeneo",16016,21736,FALSE
"Michoacán","Cojumatlán de Régules",16074,10935,FALSE
"Michoacán","Contepec",16017,35877,FALSE
"Michoacán","Copándaro",16018,9487,FALSE
"Michoacán","Cotija",16019,19674,FALSE
"Michoacán","Cuitzeo",16020,31334,FALSE
"Michoacán","Ecuandureo",16030,13168,FALSE
"Michoacán","Epitacio Huerta",16031,17519,FALSE
"Michoacán","Erongarícuaro",16032,16105,FALSE
"Michoacán","Gabriel Zamora",16033,23887,FALSE
"Michoacán","Hidalgo",16034,129114,FALSE
"Michoacán","Huandacareo",16036,12489,FALSE
"Michoacán","Huaniqueo",16037,8412,FALSE
"Michoacán","Huetamo",16038,42622,FALSE
"Michoacán","Huiramba",16039,9250,FALSE
"Michoacán","Indaparapeo",16040,17595,FALSE
"Michoacán","Irimbo",16041,15916,FALSE
"Michoacán","Ixtlán",16042,13523,FALSE
"Michoacán","Jacona",16043,72669,FALSE
"Michoacán","Jiménez",16044,13350,FALSE
"Michoacán","Jiquilpan",16045,34725,FALSE
"Michoacán","José Sixto Verduzco",16113,27504,FALSE
"Michoacán","Juárez",16046,15290,FALSE
"Michoacán","Jungapeo",16047,22358,FALSE
"Michoacán","La Huacana",16035,35584,FALSE
"Michoacán","La Piedad",16069,110385,FALSE
"Michoacán","Lagunillas",16048,5862,FALSE
"Michoacán","Lázaro Cárdenas",16052,192153,FALSE
"Michoacán","Los Reyes",16075,73199,FALSE
"Michoacán","Madero",16049,18769,FALSE
"Michoacán","Maravatío",16050,92676,FALSE
"Michoacán","Marcos Castellanos",16051,14517,FALSE
"Michoacán","Morelia",16053,825585,FALSE
"Michoacán","Morelos",16054,7866,FALSE
"Michoacán","Múgica",16055,47864,FALSE
"Michoacán","Nahuatzen",16056,29906,FALSE
"Michoacán","Nocupétaro",16057,8501,FALSE
"Michoacán","Nuevo Parangaricutiro",16058,20844,FALSE
"Michoacán","Nuevo Urecho",16059,8480,FALSE
"Michoacán","Numarán",16060,10290,FALSE
"Michoacán","Ocampo",16061,25418,FALSE
"Michoacán","Pajacuarán",16062,20338,FALSE
"Michoacán","Panindícuaro",16063,16536,FALSE
"Michoacán","Paracho",16065,39341,FALSE
"Michoacán","Parácuaro",16064,27992,FALSE
"Michoacán","Pátzcuaro",16066,98122,FALSE
"Michoacán","Penjamillo",16067,17752,FALSE
"Michoacán","Peribán",16068,29376,FALSE
"Michoacán","Purépero",16070,16103,FALSE
"Michoacán","Puruándiro",16071,70372,FALSE
"Michoacán","Queréndaro",16072,14356,FALSE
"Michoacán","Quiroga",16073,29118,FALSE
"Michoacán","Sahuayo",16076,81371,FALSE
"Michoacán","Salvador Escalante",16079,51652,FALSE
"Michoacán","San Lucas",16077,18936,FALSE
"Michoacán","Santa Ana Maya",16078,13124,FALSE
"Michoacán","Senguio",16080,19980,FALSE
"Michoacán","Susupuato",16081,9161,FALSE
"Michoacán","Tacámbaro",16082,81105,FALSE
"Michoacán","Tancítaro",16083,32707,FALSE
"Michoacán","Tangamandapio",16084,30945,FALSE
"Michoacán","Tangancícuaro",16085,35305,FALSE
"Michoacán","Tanhuato",16086,16286,FALSE
"Michoacán","Taretan",16087,15465,FALSE
"Michoacán","Tarímbaro",16088,119032,FALSE
"Michoacán","Tepalcatepec",16089,24911,FALSE
"Michoacán","Tingambato",16090,15878,FALSE
"Michoacán","Tingüindín",16091,15337,FALSE
"Michoacán","Tiquicheo de Nicolás Romero",16092,14082,FALSE
"Michoacán","Tlalpujahua",16093,30331,FALSE
"Michoacán","Tlazazalca",16094,6654,FALSE
"Michoacán","Tocumbo",16095,12593,FALSE
"Michoacán","Tumbiscatío",16096,6992,FALSE
"Michoacán","Turicato",16097,32588,FALSE
"Michoacán","Tuxpan",16098,28471,FALSE
"Michoacán","Tuzantla",16099,15964,FALSE
"Michoacán","Tzintzuntzan",16100,15139,FALSE
"Michoacán","Tzitzio",16101,9026,FALSE
"Michoacán","Uruapan",16102,354727,FALSE
"Michoacán","Venustiano Carranza",16103,26074,FALSE
"Michoacán","Villamar",16104,17460,FALSE
"Michoacán","Vista Hermosa",16105,21677,FALSE
"Michoacán","Yurécuaro",16106,33136,FALSE
"Michoacán","Zacapu",16107,79809,FALSE
"Michoacán","Zamora",16108,207985,FALSE
"Michoacán","Zináparo",16109,3343,FALSE
"Michoacán","Zinapécuaro",16110,49471,FALSE
"Michoacán","Ziracuaretiro",16111,18251,FALSE
"Michoacán","Zitácuaro",16112,172015,FALSE
"Morelos","Amacuzac",17001,18861,FALSE
"Morelos","Atlatlahucan",17002,24153,FALSE
"Morelos","Axochiapan",17003,38236,FALSE
"Morelos","Ayala",17004,91043,FALSE
"Morelos","Coatlán del Río",17005,10479,FALSE
"Morelos","Cuautla",17006,208227,FALSE
"Morelos","Cuernavaca",17007,399426,FALSE
"Morelos","Emiliano Zapata",17008,106645,FALSE
"Morelos","Huitzilac",17009,20372,FALSE
"Morelos","Jantetelco",17010,18361,FALSE
"Morelos","Jiutepec",17011,227649,FALSE
"Morelos","Jojutla",17012,61366,FALSE
"Morelos","Jonacatepec",17013,16732,FALSE
"Morelos","Mazatepec",17014,10691,FALSE
"Morelos","Miacatlán",17015,28263,FALSE
"Morelos","Ocuituco",17016,19683,FALSE
"Morelos","Puente de Ixtla",17017,70917,FALSE
"Morelos","Temixco",17018,123812,FALSE
"Morelos","Temoac",17033,16954,FALSE
"Morelos","Tepalcingo",17019,28871,FALSE
"Morelos","Tepoztlán",17020,51373,FALSE
"Morelos","Tetecala",17021,8326,FALSE
"Morelos","Tetela del Volcán",17022,22015,FALSE
"Morelos","Tlalnepantla",17023,7714,FALSE
"Morelos","Tlaltizapán de Zapata",17024,55553,FALSE
"Morelos","Tlaquiltenango",17025,36147,FALSE
"Morelos","Tlayacapan",17026,19129,FALSE
"Morelos","Totolapan",17027,12802,FALSE
"Morelos","Xochitepec",17028,74691,FALSE
"Morelos","Yautepec",17029,109914,FALSE
"Morelos","Yecapixtla",17030,56334,FALSE
"Morelos","Zacatepec",17031,39137,FALSE
"Morelos","Zacualpan",17032,10182,FALSE
"Nayarit","Acaponeta",18001,40422,FALSE
"Nayarit","Ahuacatlán",18002,17226,FALSE
"Nayarit","Amatlán de Cañas",18003,12736,FALSE
"Nayarit","Bahía de Banderas",18020,174510,FALSE
"Nayarit","Compostela",18004,81920,FALSE
"Nayarit","Del Nayar",18009,45317,FALSE
"Nayarit","Huajicori",18005,13540,FALSE
"Nayarit","Ixtlán del Río",18006,31770,FALSE
"Nayarit","Jala",18007,20016,FALSE
"Nayarit","La Yesca",18019,14962,FALSE
"Nayarit","Rosamorada",18010,37093,FALSE
"Nayarit","Ruíz",18011,26928,FALSE
"Nayarit","San Blas",18012,48024,FALSE
"Nayarit","San Pedro Lagunillas",18013,8231,FALSE
"Nayarit","Santa María del Oro",18014,25510,FALSE
"Nayarit","Santiago Ixcuintla",18015,106038,FALSE
"Nayarit","Tecuala",18016,43043,FALSE
"Nayarit","Tepic",18017,445889,FALSE
"Nayarit","Tuxpan",18018,33358,FALSE
"Nayarit","Xalisco",18008,62038,FALSE
"Nuevo León","Abasolo",19001,2918,FALSE
"Nuevo León","Agualeguas",19002,2599,FALSE
"Nuevo León","Allende",19004,38297,FALSE
"Nuevo León","Anáhuac",19005,19976,FALSE
"Nuevo León","Apodaca",19006,665734,FALSE
"Nuevo León","Aramberri",19007,17800,TRUE
"Nuevo León","Bustamante",19008,4384,TRUE
"Nuevo León","Cadereyta Jiménez",19009,105145,FALSE
"Nuevo León","Cerralvo",19011,8324,FALSE
"Nuevo León","China",19013,11962,FALSE
"Nuevo León","Ciénega de Flores",19012,50563,FALSE
"Nuevo León","Doctor Arroyo",19014,37859,FALSE
"Nuevo León","Doctor Coss",19015,1845,FALSE
"Nuevo León","Doctor González",19016,3294,FALSE
"Nuevo León","El Carmen",19010,47326,FALSE
"Nuevo León","Galeana",19017,44989,FALSE
"Nuevo León","García",19018,300745,FALSE
"Nuevo León","General Bravo",19020,6127,FALSE
"Nuevo León","General Escobedo",19021,466325,FALSE
"Nuevo León","General Terán",19022,16283,FALSE
"Nuevo León","General Treviño",19023,1194,TRUE
"Nuevo León","General Zaragoza",19024,6604,FALSE
"Nuevo León","General Zuazua",19025,91913,FALSE
"Nuevo León","Guadalupe",19026,710413,FALSE
"Nuevo León","Hidalgo",19047,15902,FALSE
"Nuevo León","Higueras",19028,1712,FALSE
"Nuevo León","Hualahuises",19029,7746,FALSE
"Nuevo León","Iturbide",19030,3979,FALSE
"Nuevo León","Juárez",19031,396864,FALSE
"Nuevo León","Lampazos de Naranjo",19032,5783,FALSE
"Nuevo León","Linares",19033,88689,FALSE
"Nuevo León","Los Aldamas",19003,1506,FALSE
"Nuevo León","Los Herreras",19027,1998,FALSE
"Nuevo León","Los Ramones",19042,5201,FALSE
"Nuevo León","Marín",19034,6199,FALSE
"Nuevo León","Melchor Ocampo",19035,1071,TRUE
"Nuevo León","Mier y Noriega",19036,7601,TRUE
"Nuevo León","Mina",19037,5882,FALSE
"Nuevo León","Montemorelos",19038,67657,FALSE
"Nuevo León","Monterrey",19039,1124835,FALSE
"Nuevo León","Parás",19040,1083,TRUE
"Nuevo León","Pesquería",19041,112583,FALSE
"Nuevo León","Rayones",19043,2987,FALSE
"Nuevo León","Sabinas Hidalgo",19044,39096,FALSE
"Nuevo León","Salinas Victoria",19045,61868,FALSE
"Nuevo León","San Nicolás de los Garza",19046,474163,FALSE
"Nuevo León","San Pedro Garza García",19019,137614,FALSE
"Nuevo León","Santa Catarina",19048,322051,FALSE
"Nuevo León","Santiago",19049,46955,FALSE
"Nuevo León","Vallecillo",19050,1942,FALSE
"Nuevo León","Villaldama",19051,4567,FALSE
"Oaxaca","Chiquihuitlán de Benito Juárez",20027,2418,FALSE
"Oaxaca","Concepción Pápalo",20019,3078,FALSE
"Oaxaca","Cuyamecalco Villa de Zaragoza",20024,3804,FALSE
"Oaxaca","Eloxochitlán de Flores Magón",20029,4443,FALSE
"Oaxaca","Huautepec",20040,6449,FALSE
"Oaxaca","Huautla de Jiménez",20041,32459,FALSE
"Oaxaca","Mazatlán Villa de Flores",20058,13516,FALSE
"Oaxaca","San Andrés Teotilálpam",20098,4590,FALSE
"Oaxaca","San Antonio Nanahuatípam",20109,1279,FALSE
"Oaxaca","San Bartolomé Ayautla",20116,4660,FALSE
"Oaxaca","San Francisco Chapulapa",20139,2140,FALSE
"Oaxaca","San Francisco Huehuetlán",20142,1110,FALSE
"Oaxaca","San Jerónimo Tecóatl",20163,1669,FALSE
"Oaxaca","San José Tenango",20171,18952,FALSE
"Oaxaca","San Juan Bautista Cuicatlán",20177,10341,FALSE
"Oaxaca","San Juan Bautista Tlacoatzintepec",20182,2248,TRUE
"Oaxaca","San Juan Coatzóspam",20187,2176,FALSE
"Oaxaca","San Juan de los Cués",20206,2497,FALSE
"Oaxaca","San Juan Tepeuxila",20220,2743,FALSE
"Oaxaca","San Lorenzo Cuaunecuiltitla",20228,843,TRUE
"Oaxaca","San Lucas Zoquiápam",20234,7710,FALSE
"Oaxaca","San Martín Toxpalan",20244,3973,FALSE
"Oaxaca","San Mateo Yoloxochitlán",20249,3758,FALSE
"Oaxaca","San Miguel Santa Flor",20276,730,FALSE
"Oaxaca","San Pedro Jaltepetongo",20311,570,FALSE
"Oaxaca","San Pedro Jocotipac",20313,803,FALSE
"Oaxaca","San Pedro Ocopetatillo",20322,847,TRUE
"Oaxaca","San Pedro Sochiápam",20326,5245,TRUE
"Oaxaca","San Pedro Teutila",20330,4422,TRUE
"Oaxaca","Santa Ana Ateixtlahuaca",20354,532,TRUE
"Oaxaca","Santa Ana Cuauhtémoc",20355,740,FALSE
"Oaxaca","Santa Cruz Acatepec",20374,1625,TRUE
"Oaxaca","Santa María Chilchotla",20406,21031,FALSE
"Oaxaca","Santa María Ixcatlán",20416,508,FALSE
"Oaxaca","Santa María la Asunción",20396,3384,FALSE
"Oaxaca","Santa María Pápalo",20425,2202,TRUE
"Oaxaca","Santa María Tecomavaca",20431,1744,FALSE
"Oaxaca","Santa María Teopoxco",20434,4419,FALSE
"Oaxaca","Santa María Texcatitlán",20436,1028,TRUE
"Oaxaca","Santa María Tlalixtac",20438,1760,FALSE
"Oaxaca","Santiago Nacaltepec",20478,1820,FALSE
"Oaxaca","Santiago Texcalcingo",20490,3214,FALSE
"Oaxaca","Santos Reyes Pápalo",20527,2741,FALSE
"Oaxaca","Teotitlán de Flores Magón",20545,10338,FALSE
"Oaxaca","Valerio Trujano",20558,1464,FALSE
"Oaxaca","Candelaria Loxicha",20012,10829,FALSE
"Oaxaca","Mártires de Tacubaya",20056,1497,TRUE
"Oaxaca","Pinotepa de Don Luis",20070,7201,FALSE
"Oaxaca","Pluma Hidalgo",20071,2996,FALSE
"Oaxaca","San Agustín Chayuco",20082,4096,FALSE
"Oaxaca","San Agustín Loxicha",20085,25684,FALSE
"Oaxaca","San Andrés Huaxpaltepec",20090,6381,FALSE
"Oaxaca","San Antonio Tepetlapa",20111,4460,FALSE
"Oaxaca","San Baltazar Loxicha",20113,3072,TRUE
"Oaxaca","San Bartolomé Loxicha",20117,2423,TRUE
"Oaxaca","San Gabriel Mixtepec",20153,5087,FALSE
"Oaxaca","San José Estancia Grande",20168,1092,FALSE
"Oaxaca","San Juan Bautista Lo de Soto",20180,2653,TRUE
"Oaxaca","San Juan Cacahuatepec",20185,9264,TRUE
"Oaxaca","San Juan Colorado",20188,10329,FALSE
"Oaxaca","San Juan Lachao",20202,4968,FALSE
"Oaxaca","San Juan Quiahije",20213,4145,TRUE
"Oaxaca","San Lorenzo",20225,6357,FALSE
"Oaxaca","San Mateo Piñas",20253,1962,FALSE
"Oaxaca","San Miguel del Puerto",20266,8607,FALSE
"Oaxaca","San Miguel Panixtlahuaca",20272,6768,TRUE
"Oaxaca","San Miguel Tlacamama",20285,3785,FALSE
"Oaxaca","San Pedro Atoyac",20302,4608,FALSE
"Oaxaca","San Pedro el Alto",20306,3781,FALSE
"Oaxaca","San Pedro Jicayán",20312,12760,FALSE
"Oaxaca","San Pedro Juchatengo",20314,1668,TRUE
"Oaxaca","San Pedro Mixtepec Distrito 22",20318,51195,FALSE
"Oaxaca","San Pedro Pochutla",20324,49364,FALSE
"Oaxaca","San Sebastián Ixcapa",20345,4222,FALSE
"Oaxaca","Santa Catarina Juquila",20364,16319,TRUE
"Oaxaca","Santa Catarina Loxicha",20366,3973,TRUE
"Oaxaca","Santa Catarina Mechoacán",20367,4677,TRUE
"Oaxaca","Santa María Colotepec",20401,25179,FALSE
"Oaxaca","Santa María Cortijo",20402,1104,TRUE
"Oaxaca","Santa María Huatulco",20413,46818,FALSE
"Oaxaca","Santa María Huazolotitlán",20414,11850,FALSE
"Oaxaca","Santa María Temaxcaltepec",20433,2687,TRUE
"Oaxaca","Santa María Tonameca",20439,26383,FALSE
"Oaxaca","Santiago Ixtayutla",20466,13319,FALSE
"Oaxaca","Santiago Jamiltepec",20467,19738,TRUE
"Oaxaca","Santiago Llano Grande",20474,3398,FALSE
"Oaxaca","Santiago Pinotepa Nacional",20482,55235,FALSE
"Oaxaca","Santiago Tapextla",20485,3182,TRUE
"Oaxaca","Santiago Tetepec",20489,5087,TRUE
"Oaxaca","Santiago Yaitepec",20497,4470,TRUE
"Oaxaca","Santo Domingo Armenta",20507,3525,FALSE
"Oaxaca","Santo Domingo de Morelos",20509,11529,TRUE
"Oaxaca","Santos Reyes Nopala",20526,18273,FALSE
"Oaxaca","Tataltepec de Valdés",20543,5999,TRUE
"Oaxaca","Villa de Tututepec de Melchor Ocampo",20334,47281,FALSE
"Oaxaca","Asunción Ixtaltepec",20005,15831,FALSE
"Oaxaca","Chahuites",20025,12034,FALSE
"Oaxaca","Ciudad Ixtepec",20014,30368,FALSE
"Oaxaca","El Barrio de la Soledad",20010,14895,FALSE
"Oaxaca","El Espinal",20030,9121,FALSE
"Oaxaca","Guevea de Humboldt",20036,5479,TRUE
"Oaxaca","Heroica Ciudad de Juchitán de Zaragoza",20043,103241,FALSE
"Oaxaca","Magdalena Tequisistlán",20052,6361,FALSE
"Oaxaca","Magdalena Tlacotepec",20053,1302,FALSE
"Oaxaca","Matías Romero Avendaño",20057,40690,FALSE
"Oaxaca","Reforma de Pineda",20075,2896,FALSE
"Oaxaca","Salina Cruz",20079,92577,FALSE
"Oaxaca","San Blas Atempa",20124,18929,FALSE
"Oaxaca","San Dionisio del Mar",20130,5370,FALSE
"Oaxaca","San Francisco del Mar",20141,8091,FALSE
"Oaxaca","San Francisco Ixhuatán",20143,9296,FALSE
"Oaxaca","San Juan Guichicovi",20198,30815,FALSE
"Oaxaca","San Mateo del Mar",20248,15771,FALSE
"Oaxaca","San Miguel Chimalapa",20265,7117,FALSE
"Oaxaca","San Miguel Tenango",20282,749,FALSE
"Oaxaca","San Pedro Comitancillo",20305,4437,FALSE
"Oaxaca","San Pedro Huamelula",20307,10259,FALSE
"Oaxaca","San Pedro Huilotepec",20308,3271,FALSE
"Oaxaca","San Pedro Tapanatepec",20327,15367,FALSE
"Oaxaca","Santa María Chimalapa",20407,9380,FALSE
"Oaxaca","Santa María Guienagati",20412,3277,TRUE
"Oaxaca","Santa María Jalapa del Marqués",20418,13616,FALSE
"Oaxaca","Santa María Mixtequilla",20421,4837,FALSE
"Oaxaca","Santa María Petapa",20427,17112,FALSE
"Oaxaca","Santa María Totolapilla",20440,858,TRUE
"Oaxaca","Santa María Xadani",20441,9124,FALSE
"Oaxaca","Santiago Astata",20453,4113,FALSE
"Oaxaca","Santiago Lachiguiri",20470,4862,FALSE
"Oaxaca","Santiago Laollaga",20472,3524,FALSE
"Oaxaca","Santiago Niltepec",20066,5572,FALSE
"Oaxaca","Santo Domingo Chihuitán",20508,1574,FALSE
"Oaxaca","Santo Domingo Ingenio",20505,8300,FALSE
"Oaxaca","Santo Domingo Petapa",20513,9495,FALSE
"Oaxaca","Santo Domingo Tehuantepec",20515,68052,FALSE
"Oaxaca","Santo Domingo Zanatepec",20525,12641,FALSE
"Oaxaca","Unión Hidalgo",20557,16061,FALSE
"Oaxaca","Asunción Cuyotepeji",20004,1029,FALSE
"Oaxaca","Asunción Nochixtlán",20006,19655,FALSE
"Oaxaca","Calihualá",20011,1197,TRUE
"Oaxaca","Chalcatongo de Hidalgo",20026,9427,FALSE
"Oaxaca","Coicoyán de las Flores",20016,10372,FALSE
"Oaxaca","Concepción Buenavista",20018,826,TRUE
"Oaxaca","Cosoltepec",20022,790,FALSE
"Oaxaca","Fresnillo de Trujano",20032,1060,FALSE
"Oaxaca","Guadalupe de Ramírez",20034,1325,TRUE
"Oaxaca","Heroica Ciudad de Huajuapan de León",20039,81271,FALSE
"Oaxaca","Heroica Ciudad de Tlaxiaco",20397,42679,FALSE
"Oaxaca","Ixpantepec Nieves",20065,1184,FALSE
"Oaxaca","La Trinidad Vista Hermosa",20556,259,TRUE
"Oaxaca","Magdalena Jaltepec",20046,3311,FALSE
"Oaxaca","Magdalena Peñasco",20050,3644,FALSE
"Oaxaca","Magdalena Yodocono de Porfirio Díaz",20562,1601,TRUE
"Oaxaca","Magdalena Zahuatlán",20054,427,FALSE
"Oaxaca","Mariscala de Juárez",20055,3682,FALSE
"Oaxaca","San Agustín Atenango",20081,1800,FALSE
"Oaxaca","San Agustín Tlacotepec",20086,980,TRUE
"Oaxaca","San Andrés Dinicuiti",20089,2199,FALSE
"Oaxaca","San Andrés Lagunas",20093,505,FALSE
"Oaxaca","San Andrés Nuxiño",20094,1814,FALSE
"Oaxaca","San Andrés Sinaxtla",20096,778,FALSE
"Oaxaca","San Andrés Tepetlapa",20099,525,FALSE
"Oaxaca","San Antonino Monte Verde",20105,7456,FALSE
"Oaxaca","San Antonio Acutla",20106,269,FALSE
"Oaxaca","San Antonio Sinicahua",20110,1631,FALSE
"Oaxaca","San Bartolo Soyaltepec",20121,674,FALSE
"Oaxaca","San Bartolomé Yucuañe",20119,391,FALSE
"Oaxaca","San Cristóbal Amoltepec",20127,1147,FALSE
"Oaxaca","San Cristóbal Suchixtlahuaca",20129,375,FALSE
"Oaxaca","San Esteban Atatlahuca",20133,3894,FALSE
"Oaxaca","San Francisco Chindúa",20140,841,TRUE
"Oaxaca","San Francisco Jaltepetongo",20144,1024,FALSE
"Oaxaca","San Francisco Nuxaño",20147,387,FALSE
"Oaxaca","San Francisco Teopan",20151,345,TRUE
"Oaxaca","San Francisco Tlapancingo",20152,2357,TRUE
"Oaxaca","San Jerónimo Silacayoapilla",20160,1414,FALSE
"Oaxaca","San Jorge Nuchita",20164,2937,TRUE
"Oaxaca","San José Ayuquila",20165,1594,FALSE
"Oaxaca","San Juan Achiutla",20172,417,TRUE
"Oaxaca","San Juan Bautista Coixtlahuaca",20176,2758,FALSE
"Oaxaca","San Juan Bautista Suchitepec",20181,458,FALSE
"Oaxaca","San Juan Bautista Tlachichilco",20183,1440,TRUE
"Oaxaca","San Juan Cieneguilla",20186,598,FALSE
"Oaxaca","San Juan Diuxi",20195,1111,FALSE
"Oaxaca","San Juan Ihualtepec",20199,642,TRUE
"Oaxaca","San Juan Mixtepec Distrito 08",20208,7118,FALSE
"Oaxaca","San Juan Ñumí",20210,6153,FALSE
"Oaxaca","San Juan Sayultepec",20215,839,FALSE
"Oaxaca","San Juan Tamazola",20217,3079,FALSE
"Oaxaca","San Juan Teita",20218,633,FALSE
"Oaxaca","San Juan Teposcolula",20221,1295,FALSE
"Oaxaca","San Juan Yucuita",20224,615,FALSE
"Oaxaca","San Lorenzo Victoria",20230,1010,TRUE
"Oaxaca","San Marcos Arteaga",20237,1402,FALSE
"Oaxaca","San Martín Huamelúlpam",20239,1089,TRUE
"Oaxaca","San Martín Itunyoso",20240,2320,FALSE
"Oaxaca","San Martín Peras",20242,12556,FALSE
"Oaxaca","San Martín Zacatepec",20245,1322,TRUE
"Oaxaca","San Mateo Etlatongo",20250,1182,FALSE
"Oaxaca","San Mateo Nejápam",20251,1183,TRUE
"Oaxaca","San Mateo Peñasco",20252,2216,FALSE
"Oaxaca","San Mateo Sindihui",20255,2106,FALSE
"Oaxaca","San Mateo Tlapiltepec",20256,234,FALSE
"Oaxaca","San Miguel Achiutla",20258,775,FALSE
"Oaxaca","San Miguel Ahuehuetitlán",20259,2485,TRUE
"Oaxaca","San Miguel Amatitlán",20261,7808,FALSE
"Oaxaca","San Miguel Chicahua",20264,2223,FALSE
"Oaxaca","San Miguel el Grande",20269,4389,FALSE
"Oaxaca","San Miguel Huautla",20270,1157,FALSE
"Oaxaca","San Miguel Piedras",20274,1334,TRUE
"Oaxaca","San Miguel Tecomatlán",20281,312,FALSE
"Oaxaca","San Miguel Tequixtepec",20283,1054,FALSE
"Oaxaca","San Miguel Tlacotepec",20286,3254,FALSE
"Oaxaca","San Miguel Tulancingo",20287,319,FALSE
"Oaxaca","San Nicolás Hidalgo",20290,1043,TRUE
"Oaxaca","San Pablo Tijaltepec",20297,2477,FALSE
"Oaxaca","San Pedro Coxcaltepec Cántaros",20304,771,FALSE
"Oaxaca","San Pedro Mártir Yucuxaco",20317,1299,FALSE
"Oaxaca","San Pedro Molinos",20320,702,FALSE
"Oaxaca","San Pedro Nopala",20321,750,FALSE
"Oaxaca","San Pedro Teozacoalco",20329,1279,TRUE
"Oaxaca","San Pedro Tidaá",20331,928,FALSE
"Oaxaca","San Pedro Topiltepec",20332,375,FALSE
"Oaxaca","San Pedro y San Pablo Teposcolula",20339,4295,FALSE
"Oaxaca","San Pedro y San Pablo Tequixtepec",20340,1778,FALSE
"Oaxaca","San Pedro Yucunama",20341,239,FALSE
"Oaxaca","San Sebastián Nicananduta",20346,1500,FALSE
"Oaxaca","San Sebastián Tecomaxtlahuaca",20348,8531,FALSE
"Oaxaca","San Simón Zahuatlán",20352,4367,TRUE
"Oaxaca","San Vicente Nuñú",20536,447,FALSE
"Oaxaca","Santa Catarina Tayata",20370,681,FALSE
"Oaxaca","Santa Catarina Ticuá",20371,1095,FALSE
"Oaxaca","Santa Catarina Yosonotú",20372,1741,FALSE
"Oaxaca","Santa Catarina Zapoquila",20373,384,FALSE
"Oaxaca","Santa Cruz de Bravo",20376,377,FALSE
"Oaxaca","Santa Cruz Nundaco",20379,3063,FALSE
"Oaxaca","Santa Cruz Tacache de Mina",20381,2788,TRUE
"Oaxaca","Santa Cruz Tacahua",20382,1151,FALSE
"Oaxaca","Santa Cruz Tayata",20383,624,TRUE
"Oaxaca","Santa Inés de Zaragoza",20569,1672,FALSE
